Company ,Salesperson ,Total Sales ,Total Lbs ,Sales Mar 2020,Sales Apr 2020,Sales May 2020,Sales Jun 2020,Sales Jul 2020,Sales Aug 2020,Pounds Shipped Mar 2020,Pounds Shipped Apr 2020,Pounds Shipped May 2020,Pounds Shipped Jun 2020,Pounds Shipped Jul 2020,Pounds Shipped Aug 2020
Company-1733,Salesperson7,1027.0,1590.0,,505.0,522.0,,,,,800.0,790.0,,,
Company-1734,Salesperson7,1016.0,364.0,,,,,1016.0,,,,,,364.0,
Company-1735,Salesperson13,157.0,23.0,,,157.0,,,,,,23.0,,,
Company-1736,Salesperson4,1255.0,1470.0,865.0,,390.0,,,,794.0,,676.0,,,
Company-1737,Salesperson6,115.0,80.0,,,,,115.0,,,,,,80.0,
Company-1738,Salesperson4,10950.0,9891.0,,4051.0,,2125.0,4774.0,,,3834.0,,2173.0,3884.0,
Company-1739,Salesperson8,2035.0,426.0,,,,,2035.0,,,,,,426.0,
Company-174,Salesperson6,204.0,232.0,89.0,,115.0,,,,88.0,,144.0,,,
Company-1740,Salesperson5,2274.0,1363.0,828.0,314.0,,834.0,298.0,,693.0,40.0,,558.0,72.0,
Company-1741,Salesperson6,1566.0,1851.0,,228.0,251.0,238.0,188.0,661.0,,272.0,33.0,296.0,280.0,970.0
Company-1742,Salesperson13,5951.0,5926.0,,,,5951.0,,,,,,5926.0,,
Company-1743,Salesperson5,5816.0,1048.0,,,,,5816.0,,,,,,1048.0,
Company-1744,Salesperson8,152.0,198.0,,152.0,,,,,,198.0,,,,
Company-1745,Salesperson13,458.0,390.0,,315.0,143.0,,,,,322.0,68.0,,,
Company-1746,Salesperson6,2105.0,2446.0,677.0,270.0,270.0,270.0,618.0,,816.0,316.0,312.0,310.0,692.0,
Company-1747,Salesperson8,2928.0,403.0,1997.0,,,,931.0,,271.0,,,,132.0,
Company-1748,Salesperson10,2573.0,3004.0,2573.0,,,,,,3004.0,,,,,
Company-1749,Salesperson4,0.0,272.0,,,0.0,,,,,,272.0,,,
Company-175,Salesperson8,150.0,16.0,150.0,,,,,,16.0,,,,,
Company-1750,Salesperson6,14765.0,18593.0,,8607.0,6158.0,,,,,10706.0,7887.0,,,
Company-1751,Salesperson6,3940.0,1767.0,1281.0,,726.0,1470.0,106.0,357.0,290.0,,216.0,1128.0,75.0,58.0
Company-1752,Salesperson5,1595.0,94.0,760.0,,,,835.0,,32.0,,,,62.0,
Company-1753,Salesperson13,3449.0,674.0,392.0,,463.0,641.0,,1953.0,65.0,,94.0,140.0,,375.0
Company-1754,Salesperson8,20143.0,12096.0,2318.0,1554.0,159.0,8824.0,6219.0,1069.0,920.0,831.0,65.0,4514.0,5496.0,270.0
Company-1755,Salesperson8,1398.0,1404.0,,,1398.0,,,,,,1404.0,,,
Company-1756,Salesperson6,24900.0,14212.0,4223.0,4225.0,4223.0,4223.0,4003.0,4003.0,2392.0,2356.0,2336.0,2392.0,2376.0,2360.0
Company-1757,Salesperson5,507.0,444.0,,,,228.0,279.0,,,,,174.0,270.0,
Company-1758,Salesperson6,306.0,256.0,,,306.0,,,,,,256.0,,,
Company-1759,Salesperson6,3972.0,2106.0,655.0,208.0,2066.0,,736.0,307.0,300.0,25.0,916.0,,825.0,40.0
Company-176,Salesperson13,1451.0,1763.0,799.0,,652.0,,,,751.0,,1012.0,,,
Company-1760,Salesperson8,771.0,627.0,,,,771.0,,,,,,627.0,,
Company-1761,Salesperson7,8369.0,1755.0,2009.0,184.0,,1969.0,2200.0,2007.0,430.0,24.0,,436.0,447.0,418.0
Company-1762,Salesperson9,4447.0,2422.0,,,,1608.0,2839.0,,,,,788.0,1634.0,
Company-1763,Salesperson5,1184.0,416.0,523.0,661.0,,,,,102.0,314.0,,,,
Company-1764,Salesperson13,12006.0,4222.0,2627.0,1217.0,4637.0,2627.0,898.0,,971.0,233.0,1621.0,529.0,868.0,
Company-1765,Salesperson10,85.0,52.0,,,,,85.0,,,,,,52.0,
Company-1766,Salesperson8,2119.0,962.0,,733.0,,1386.0,,,,330.0,,632.0,,
Company-1767,Salesperson7,7202.0,1108.0,,2481.0,,2479.0,,2242.0,,378.0,,358.0,,372.0
Company-1768,Salesperson8,6809.0,3011.0,919.0,,5801.0,,89.0,,907.0,,2087.0,,17.0,
Company-1769,Salesperson6,2523.0,2488.0,,91.0,2432.0,,,,,36.0,2452.0,,,
Company-177,Salesperson13,7807.0,3202.0,4506.0,,,3301.0,,,1888.0,,,1314.0,,
Company-1770,Salesperson13,728.0,1050.0,,728.0,,,,,,1050.0,,,,
Company-1771,Salesperson8,32816.0,11571.0,5288.0,4071.0,3764.0,11311.0,7549.0,833.0,1519.0,1621.0,1613.0,3909.0,2640.0,269.0
Company-1772,Salesperson6,1523.0,1004.0,907.0,338.0,117.0,161.0,,,614.0,194.0,106.0,90.0,,
Company-1773,Salesperson9,1552.0,2230.0,,353.0,706.0,,493.0,,,444.0,896.0,,890.0,
Company-1774,Salesperson7,1381.0,260.0,,,1381.0,,,,,,260.0,,,
Company-1775,Salesperson13,2216.0,3459.0,,,794.0,1422.0,,,,,1466.0,1993.0,,
Company-1776,Salesperson7,1510.0,1803.0,245.0,,388.0,245.0,156.0,476.0,367.0,,412.0,220.0,174.0,630.0
Company-1777,Salesperson6,1322.0,1562.0,,,,661.0,661.0,,,,,782.0,780.0,
Company-1778,Salesperson7,108.0,182.0,108.0,,,,,,182.0,,,,,
Company-1779,Salesperson13,2749.0,1524.0,,,2749.0,,,,,,1524.0,,,
Company-178,Salesperson13,611.0,106.0,,,,611.0,,,,,,106.0,,
Company-1780,Salesperson6,1695.0,1468.0,,,,1695.0,,,,,,1468.0,,
Company-1781,Salesperson7,122141.0,105731.0,73922.0,19918.0,2392.0,17378.0,8247.0,284.0,61317.0,17855.0,2598.0,15491.0,7994.0,476.0
Company-1782,Salesperson15,466.0,622.0,466.0,,,,,,622.0,,,,,
Company-1783,Salesperson7,345.0,524.0,,345.0,,,,,,524.0,,,,
Company-1784,Salesperson13,1640.0,261.0,1127.0,,,,513.0,,183.0,,,,78.0,
Company-1785,Salesperson13,159.0,24.0,,159.0,,,,,,24.0,,,,
Company-1786,Salesperson6,1199.0,1032.0,,,,,,1199.0,,,,,,1032.0
Company-1787,Salesperson13,3943.0,2046.0,,,3943.0,,,,,,2046.0,,,
Company-1788,Salesperson9,1384.0,1240.0,1075.0,,309.0,,,,1138.0,,102.0,,,
Company-1789,Salesperson13,92.0,8.0,,,,,92.0,,,,,,8.0,
Company-179,Salesperson6,238.0,208.0,238.0,,,,,,208.0,,,,,
Company-1790,Salesperson6,820.0,354.0,555.0,129.0,136.0,,,,246.0,52.0,56.0,,,
Company-1791,Salesperson9,304.0,30.0,,,,304.0,,,,,,30.0,,
Company-1792,Salesperson7,1822.0,2308.0,,1485.0,,337.0,,,,2000.0,,308.0,,
Company-1793,Salesperson9,168.0,34.0,168.0,,,,,,34.0,,,,,
Company-1794,Salesperson7,2371.0,1662.0,,,,,2371.0,,,,,,1662.0,
Company-1795,Salesperson6,1704.0,1051.0,900.0,,98.0,706.0,,,512.0,,43.0,496.0,,
Company-1796,Salesperson5,8271.0,2070.0,,,,7143.0,1128.0,,,,,1740.0,330.0,
Company-1797,Salesperson8,1304.0,276.0,,,,1304.0,,,,,,276.0,,
Company-1798,Salesperson13,820.0,573.0,820.0,,,,,,573.0,,,,,
Company-1799,Salesperson6,184.0,164.0,,,184.0,,,,,,164.0,,,
Company-18,Salesperson11,18357.0,48449.0,,,12446.0,5911.0,,,,,33920.0,14529.0,,
Company-18,Salesperson3,4165.0,9951.0,,4165.0,,,,,,9951.0,,,,
Company-180,Salesperson6,3083.0,2626.0,254.0,888.0,1398.0,,,543.0,206.0,776.0,1220.0,,,424.0
Company-1800,Salesperson13,471.0,244.0,226.0,245.0,,,,,64.0,180.0,,,,
Company-1801,Salesperson13,94.0,124.0,,,,,,94.0,,,,,,124.0
Company-1802,Salesperson7,78938.0,4509.0,17687.0,11412.0,8895.0,12089.0,22696.0,6159.0,954.0,664.0,558.0,712.0,1287.0,334.0
Company-1803,Salesperson6,77148.0,35251.0,22299.0,14794.0,14504.0,9841.0,12212.0,3498.0,10205.0,6689.0,6694.0,4324.0,5558.0,1781.0
Company-1804,Salesperson6,7095.0,7836.0,6057.0,,388.0,650.0,,,7352.0,,377.0,107.0,,
Company-1805,Salesperson9,2213.0,2260.0,658.0,,,,990.0,565.0,568.0,,,,1042.0,650.0
Company-1806,Salesperson6,706.0,754.0,,706.0,,,,,,754.0,,,,
Company-1807,Salesperson7,1446.0,2142.0,1446.0,,,,,,2142.0,,,,,
Company-1808,Salesperson6,1265.0,654.0,,,,832.0,433.0,,,,,580.0,74.0,
Company-1809,Salesperson13,3984.0,1877.0,2028.0,,,,914.0,1042.0,1110.0,,,,194.0,573.0
Company-181,Salesperson7,94.0,35.0,,94.0,,,,,,35.0,,,,
Company-1810,Salesperson5,1450.0,1926.0,,,,,649.0,801.0,,,,,842.0,1084.0
Company-1811,Salesperson8,652.0,85.0,,,,652.0,,,,,,85.0,,
Company-1812,Salesperson13,123.0,116.0,123.0,,,,,,116.0,,,,,
Company-1813,Salesperson9,3434.0,1089.0,,,,,3434.0,,,,,,1089.0,
Company-1814,Salesperson9,498.0,96.0,,,,,498.0,,,,,,96.0,
Company-1815,Salesperson7,5863.0,4446.0,,,,5863.0,,,,,,4446.0,,
Company-1816,Salesperson7,186.0,173.0,,,,,186.0,,,,,,173.0,
Company-1817,Salesperson7,122890.0,92979.0,14022.0,29594.0,10959.0,29305.0,37275.0,1735.0,8628.0,25718.0,9250.0,21113.0,27054.0,1216.0
Company-1818,Salesperson7,207.0,36.0,,,,,,207.0,,,,,,36.0
Company-1819,Salesperson10,388.0,61.0,,,388.0,,,,,,61.0,,,
Company-182,Salesperson9,3189.0,124.0,2567.0,622.0,,,,,116.0,8.0,,,,
Company-1820,Salesperson8,15173.0,4388.0,4303.0,6540.0,,,4330.0,,1205.0,1989.0,,,1194.0,
Company-1821,Salesperson13,822.0,251.0,112.0,,252.0,,458.0,,15.0,,42.0,,194.0,
Company-1822,Salesperson7,1145.0,1622.0,,,,,1145.0,,,,,,1622.0,
Company-1823,Salesperson9,3023.0,3494.0,3023.0,,,,,,3494.0,,,,,
Company-1824,Salesperson7,2678.0,556.0,2678.0,,,,,,556.0,,,,,
Company-1825,Salesperson6,4268.0,3879.0,806.0,948.0,1157.0,1229.0,128.0,,537.0,898.0,648.0,1676.0,120.0,
Company-1826,Salesperson13,1832.0,1158.0,,,704.0,704.0,424.0,,,,438.0,448.0,272.0,
Company-1827,Salesperson13,239.0,300.0,,239.0,,,,,,300.0,,,,
Company-1828,Salesperson9,991.0,1554.0,,,,,,991.0,,,,,,1554.0
Company-1829,Salesperson13,11073.0,6641.0,,1213.0,,4930.0,4930.0,,,637.0,,3016.0,2988.0,
Company-183,Salesperson13,5132.0,4286.0,2034.0,3098.0,,,,,1246.0,3040.0,,,,
Company-1830,Salesperson13,8882.0,10189.0,2654.0,406.0,2539.0,2641.0,642.0,,2929.0,378.0,3124.0,2965.0,793.0,
Company-1831,Salesperson7,5204.0,4985.0,,2766.0,,,2438.0,,,3094.0,,,1891.0,
Company-1832,Salesperson7,3584.0,1060.0,1046.0,306.0,1113.0,,1119.0,,290.0,78.0,348.0,,344.0,
Company-1833,Salesperson5,186.0,148.0,,186.0,,,,,,148.0,,,,
Company-1834,Salesperson13,12898.0,18315.0,3416.0,2583.0,,4450.0,2449.0,,4128.0,3154.0,,6987.0,4046.0,
Company-1835,Salesperson6,584.0,211.0,,,,203.0,381.0,,,,,136.0,75.0,
Company-1836,Salesperson6,985.0,1022.0,985.0,,,,,,1022.0,,,,,
Company-1837,Salesperson13,4313.0,771.0,1477.0,1195.0,185.0,531.0,925.0,,279.0,190.0,31.0,92.0,179.0,
Company-1838,Salesperson6,159.0,22.0,,159.0,,,,,,22.0,,,,
Company-1839,Salesperson6,1156.0,716.0,1156.0,,,,,,716.0,,,,,
Company-184,Salesperson8,13738.0,16080.0,,1160.0,,5298.0,7280.0,,,1179.0,,5831.0,9070.0,
Company-1840,Salesperson13,5278.0,6181.0,,833.0,2402.0,974.0,1069.0,,,1056.0,2660.0,1171.0,1294.0,
Company-1841,Salesperson7,4867.0,6648.0,,,,4779.0,88.0,,,,,6592.0,56.0,
Company-1842,Salesperson8,18044.0,19911.0,2844.0,3326.0,2041.0,3570.0,6263.0,,2875.0,3810.0,2138.0,3956.0,7132.0,
Company-1843,Salesperson6,6657.0,5370.0,6657.0,,,,,,5370.0,,,,,
Company-1844,Salesperson8,470.0,77.0,,,,,235.0,235.0,,,,,39.0,38.0
Company-1845,Salesperson8,1257.0,155.0,,537.0,,720.0,,,,55.0,,100.0,,
Company-1846,Salesperson8,2389.0,1359.0,1040.0,948.0,,,401.0,,284.0,947.0,,,128.0,
Company-1847,Salesperson9,2297.0,1936.0,980.0,,1317.0,,,,1272.0,,664.0,,,
Company-1848,Salesperson9,19230.0,17768.0,19230.0,,,,,,17768.0,,,,,
Company-1849,Salesperson7,2801.0,4369.0,,,741.0,1721.0,,339.0,,,1105.0,2744.0,,520.0
Company-185,Salesperson7,1051.0,1476.0,,631.0,,420.0,,,,736.0,,740.0,,
Company-1850,Salesperson8,989.0,414.0,,,989.0,,,,,,414.0,,,
Company-1851,Salesperson7,3623.0,3564.0,,3623.0,,,,,,3564.0,,,,
Company-1852,Salesperson13,6072.0,6749.0,6072.0,,,,,,6749.0,,,,,
Company-1853,Salesperson7,1054.0,1690.0,,1054.0,,,,,,1690.0,,,,
Company-1854,Salesperson7,3738.0,3456.0,,,1361.0,1293.0,1084.0,,,,1252.0,1210.0,994.0,
Company-1855,Salesperson13,575.0,106.0,,,,575.0,,,,,,106.0,,
Company-1856,Salesperson13,3429.0,733.0,,,,121.0,3308.0,,,,,128.0,605.0,
Company-1857,Salesperson13,972.0,448.0,972.0,,,,,,448.0,,,,,
Company-1858,Salesperson8,27124.0,5760.0,7425.0,4950.0,4199.0,5024.0,,5526.0,1580.0,1046.0,712.0,1062.0,,1360.0
Company-1859,Salesperson8,7675.0,554.0,1674.0,1411.0,956.0,,3634.0,,119.0,102.0,68.0,,265.0,
Company-186,Salesperson13,4326.0,2775.0,347.0,1630.0,156.0,,2193.0,,557.0,158.0,122.0,,1938.0,
Company-1860,Salesperson7,67754.0,109987.0,13751.0,7367.0,,21062.0,21494.0,4080.0,21515.0,11880.0,,32336.0,37856.0,6400.0
Company-1861,Salesperson14,87.0,130.0,,87.0,,,,,,130.0,,,,
Company-1862,Salesperson8,517.0,432.0,,,,,517.0,,,,,,432.0,
Company-1863,Salesperson8,8203.0,1114.0,,4290.0,1343.0,807.0,611.0,1152.0,,219.0,170.0,92.0,501.0,132.0
Company-1864,Salesperson7,675.0,676.0,321.0,202.0,,152.0,,,268.0,206.0,,202.0,,
Company-1865,Salesperson8,18701.0,19965.0,8097.0,4936.0,4719.0,590.0,359.0,,8156.0,5903.0,5713.0,129.0,64.0,
Company-1866,Salesperson13,21404.0,4132.0,,1688.0,,573.0,19143.0,,,324.0,,124.0,3684.0,
Company-1867,Salesperson6,1226.0,371.0,335.0,,254.0,637.0,,,70.0,,190.0,111.0,,
Company-1868,Salesperson8,1169.0,577.0,,290.0,270.0,534.0,75.0,,,176.0,129.0,218.0,54.0,
Company-1869,Salesperson7,1188.0,130.0,,,1188.0,,,,,,130.0,,,
Company-187,Salesperson13,367.0,60.0,,,,,367.0,,,,,,60.0,
Company-1870,Salesperson8,96690.0,9612.0,,96690.0,,,,,,9612.0,,,,
Company-1871,Salesperson13,2723.0,1367.0,,2723.0,,,,,,1367.0,,,,
Company-1872,Salesperson6,2541.0,803.0,386.0,1160.0,,667.0,328.0,,548.0,151.0,,67.0,37.0,
Company-188,Salesperson10,2497.0,1642.0,,0.0,,2497.0,,,,564.0,,1078.0,,
Company-189,Salesperson8,6711.0,4065.0,937.0,1999.0,87.0,2600.0,1088.0,,473.0,1099.0,16.0,1973.0,504.0,
Company-19,Salesperson11,43359.0,97065.0,8017.0,,17970.0,3596.0,13776.0,,16604.0,,40859.0,8082.0,31520.0,
Company-19,Salesperson3,221.0,386.0,221.0,,,,,,386.0,,,,,
Company-190,Salesperson8,1124.0,1184.0,674.0,,,450.0,,,782.0,,,402.0,,
Company-191,Salesperson13,7417.0,8299.0,549.0,441.0,2209.0,1181.0,3037.0,,784.0,536.0,1200.0,918.0,4861.0,
Company-192,Salesperson13,198.0,117.0,,,,,198.0,,,,,,117.0,
Company-193,Salesperson5,482.0,358.0,,,,,482.0,,,,,,358.0,
Company-194,Salesperson13,98.0,86.0,,,98.0,,,,,,86.0,,,
Company-195,Salesperson8,2457.0,1589.0,1212.0,281.0,190.0,260.0,,514.0,903.0,138.0,52.0,133.0,,363.0
Company-196,Salesperson7,4683.0,6310.0,,2340.0,,,,2343.0,,3170.0,,,,3140.0
Company-197,Salesperson6,7053.0,8164.0,598.0,3043.0,3412.0,,,,306.0,3076.0,4782.0,,,
Company-198,Salesperson9,1499.0,1032.0,92.0,29.0,,792.0,586.0,,42.0,28.0,,584.0,378.0,
Company-199,Salesperson9,613.0,220.0,,,,,613.0,,,,,,220.0,
Company-2,Salesperson1,16033051753.0,5071160.0,191192142.0,477643.0,412002.0,351827.0,15840436877.0,181262.0,1627402.0,881361.0,763806.0,648568.0,802068.0,347955.0
Company-20,Salesperson11,64757.0,153381.0,12356.0,32712.0,8962.0,5773.0,1038.0,3916.0,28742.0,79562.0,21494.0,14485.0,1970.0,7128.0
Company-20,Salesperson3,118471.0,10084.0,113731.0,3229.0,1011.0,500.0,,,1964.0,5098.0,1988.0,1034.0,,
Company-200,Salesperson10,23745.0,27744.0,,,23745.0,,,,,,27744.0,,,
Company-201,Salesperson5,7486.0,1576.0,5816.0,1670.0,,,,,1056.0,520.0,,,,
Company-202,Salesperson6,904.0,504.0,,904.0,,,,,,504.0,,,,
Company-203,Salesperson13,236.0,224.0,,,,,236.0,,,,,,224.0,
Company-204,Salesperson8,326.0,104.0,,,,326.0,,,,,,104.0,,
Company-205,Salesperson9,525.0,136.0,,,525.0,,,,,,136.0,,,
Company-206,Salesperson8,1540.0,438.0,,,1540.0,,,,,,438.0,,,
Company-207,Salesperson6,5851.0,7450.0,4613.0,,273.0,179.0,,786.0,6802.0,,244.0,242.0,,162.0
Company-208,Salesperson10,91.0,16.0,,,,,91.0,,,,,,16.0,
Company-208,Salesperson6,879.0,394.0,336.0,101.0,91.0,214.0,,137.0,55.0,110.0,106.0,100.0,,23.0
Company-209,Salesperson6,21288.0,10659.0,363.0,8157.0,910.0,,7671.0,4187.0,345.0,3720.0,198.0,,3644.0,2752.0
Company-21,Salesperson11,191985.0,493527.0,35029.0,15854.0,40135.0,29696.0,51856.0,19415.0,89240.0,40599.0,102702.0,76056.0,135270.0,49660.0
Company-21,Salesperson3,23728.0,60721.0,21050.0,1339.0,1339.0,,,,53887.0,3414.0,3420.0,,,
Company-210,Salesperson6,544.0,398.0,201.0,,,343.0,,,38.0,,,360.0,,
Company-211,Salesperson7,731.0,1034.0,,,731.0,,,,,,1034.0,,,
Company-212,Salesperson9,361.0,50.0,,,361.0,,,,,,50.0,,,
Company-213,Salesperson7,130.0,62.0,,,,130.0,,,,,,62.0,,
Company-214,Salesperson13,254.0,294.0,254.0,,,,,,294.0,,,,,
Company-215,Salesperson13,3535.0,5492.0,,,,3447.0,88.0,,,,,5408.0,84.0,
Company-216,Salesperson9,564.0,384.0,564.0,,,,,,384.0,,,,,
Company-217,Salesperson13,595.0,80.0,,595.0,,,,,,80.0,,,,
Company-218,Salesperson13,1788.0,431.0,1788.0,,,,,,431.0,,,,,
Company-219,Salesperson13,245.0,38.0,245.0,,,,,,38.0,,,,,
Company-22,Salesperson11,5078.0,8560.0,,1607.0,799.0,1633.0,191.0,848.0,,2862.0,1416.0,2920.0,392.0,970.0
Company-220,Salesperson8,278.0,100.0,278.0,,,,,,100.0,,,,,
Company-221,Salesperson10,7289.0,1224.0,,,6050.0,,,1239.0,,,1064.0,,,160.0
Company-222,Salesperson10,12602.0,4854.0,,8620.0,1765.0,1551.0,666.0,,,3020.0,530.0,912.0,392.0,
Company-222,Salesperson15,649.0,374.0,,,,,649.0,,,,,,374.0,
Company-223,Salesperson5,25337.0,10597.0,10426.0,4967.0,3050.0,5931.0,963.0,,3969.0,1708.0,1424.0,2698.0,798.0,
Company-224,Salesperson10,30877.0,11065.0,,1612.0,5356.0,12217.0,11692.0,,,436.0,2164.0,4316.0,4149.0,
Company-225,Salesperson7,167.0,202.0,,,167.0,,,,,,202.0,,,
Company-226,Salesperson8,942.0,644.0,,,942.0,,,,,,644.0,,,
Company-227,Salesperson13,596.0,145.0,0.0,,,596.0,,,37.0,,,108.0,,
Company-228,Salesperson8,378091.0,437174.0,97718.0,76051.0,59654.0,56530.0,71679.0,16459.0,113026.0,86992.0,70046.0,65044.0,82731.0,19335.0
Company-229,Salesperson4,555.0,284.0,555.0,,,,,,284.0,,,,,
Company-23,Salesperson11,1959.0,4088.0,,,1111.0,,848.0,,,,2318.0,,1770.0,
Company-230,Salesperson8,392.0,224.0,392.0,,,,,,224.0,,,,,
Company-231,Salesperson8,1034.0,538.0,,,,,1034.0,,,,,,538.0,
Company-232,Salesperson13,804.0,126.0,,,,,804.0,,,,,,126.0,
Company-233,Salesperson9,1905.0,2411.0,,,,1357.0,548.0,,,,,1872.0,539.0,
Company-234,Salesperson8,4415.0,1729.0,,,1612.0,1425.0,1378.0,,,,547.0,497.0,685.0,
Company-235,Salesperson6,100.0,82.0,100.0,,,,,,82.0,,,,,
Company-236,Salesperson13,99.0,9.0,,,,99.0,,,,,,9.0,,
Company-237,Salesperson13,2568.0,395.0,2568.0,,,,,,395.0,,,,,
Company-238,Salesperson13,2824.0,3248.0,201.0,2091.0,126.0,92.0,314.0,,101.0,2806.0,122.0,23.0,196.0,
Company-239,Salesperson13,1773.0,997.0,213.0,679.0,,,881.0,,73.0,394.0,,,530.0,
Company-24,Salesperson11,57215.0,121495.0,2217.0,17408.0,21938.0,12507.0,1471.0,1674.0,4612.0,35973.0,49100.0,25528.0,3154.0,3128.0
Company-24,Salesperson3,13632.0,28402.0,13632.0,,,,,,28402.0,,,,,
Company-240,Salesperson13,84846.0,128183.0,16244.0,8212.0,9607.0,22695.0,19810.0,8278.0,23664.0,12324.0,14747.0,34758.0,29849.0,12841.0
Company-241,Salesperson10,379.0,206.0,,,,379.0,,,,,,206.0,,
Company-242,Salesperson8,5002.0,5120.0,820.0,454.0,2951.0,,777.0,,769.0,456.0,3006.0,,889.0,
Company-243,Salesperson7,689.0,546.0,,271.0,,418.0,,,,246.0,,300.0,,
Company-244,Salesperson13,2183.0,487.0,1772.0,411.0,,,,,402.0,85.0,,,,
Company-245,Salesperson8,89850.0,72321.0,18913.0,12103.0,8596.0,9882.0,23599.0,16757.0,16337.0,9735.0,7251.0,7633.0,18120.0,13245.0
Company-246,Salesperson6,4555.0,822.0,,,,,4555.0,,,,,,822.0,
Company-247,Salesperson8,544.0,64.0,,,,,544.0,,,,,,64.0,
Company-248,Salesperson13,14006.0,8124.0,,1242.0,,7448.0,233.0,5083.0,,1022.0,,5286.0,90.0,1726.0
Company-249,Salesperson6,7191.0,1008.0,6607.0,584.0,,,,,936.0,72.0,,,,
Company-25,Salesperson11,121986.0,160860.0,23343.0,29084.0,,33971.0,32219.0,3369.0,37794.0,24592.0,,36991.0,53491.0,7992.0
Company-250,Salesperson8,3156.0,2911.0,3156.0,,,,,,2911.0,,,,,
Company-251,Salesperson7,1407.0,820.0,,1407.0,,,,,,820.0,,,,
Company-252,Salesperson13,614.0,297.0,374.0,240.0,,,,,264.0,33.0,,,,
Company-253,Salesperson13,446.0,293.0,277.0,169.0,,,,,49.0,244.0,,,,
Company-254,Salesperson8,21400.0,27996.0,,5796.0,5080.0,2660.0,4763.0,3101.0,,8363.0,5616.0,3748.0,6749.0,3520.0
Company-255,Salesperson5,2031.0,1402.0,1039.0,536.0,456.0,,,,736.0,626.0,40.0,,,
Company-256,Salesperson13,91.0,12.0,91.0,,,,,,12.0,,,,,
Company-257,Salesperson7,5517.0,856.0,3767.0,,1750.0,,,,598.0,,258.0,,,
Company-258,Salesperson6,1182.0,427.0,,1088.0,,,94.0,,,390.0,,,37.0,
Company-259,Salesperson13,432.0,591.0,102.0,,,,330.0,,114.0,,,,477.0,
Company-26,Salesperson11,137195.0,298219.0,29286.0,14240.0,17487.0,31393.0,40294.0,4495.0,63520.0,32970.0,38138.0,68150.0,84917.0,10524.0
Company-26,Salesperson17,42180.0,88054.0,,16842.0,16305.0,9033.0,,,,34982.0,34344.0,18728.0,,
Company-26,Salesperson20,142.0,40.0,142.0,,,,,,40.0,,,,,
Company-26,Salesperson3,21517594.0,303129.0,21430545.0,3706.0,30945.0,43903.0,1624.0,6871.0,114948.0,7602.0,65429.0,94698.0,6452.0,14000.0
Company-260,Salesperson4,601.0,128.0,601.0,,,,,,128.0,,,,,
Company-261,Salesperson13,1436.0,80.0,1436.0,,,,,,80.0,,,,,
Company-262,Salesperson17,0.0,10.0,0.0,,,,,,10.0,,,,,
Company-262,Salesperson8,130.0,22.0,130.0,,,,,,22.0,,,,,
Company-263,Salesperson8,1516.0,1208.0,,,,,1516.0,,,,,,1208.0,
Company-264,Salesperson8,2262.0,1323.0,595.0,687.0,97.0,,883.0,,268.0,322.0,9.0,,724.0,
Company-265,Salesperson6,1370.0,658.0,,,,1370.0,,,,,,658.0,,
Company-266,Salesperson7,809.0,528.0,,,,,809.0,,,,,,528.0,
Company-267,Salesperson8,6949.0,2180.0,1691.0,5258.0,,,,,1248.0,932.0,,,,
Company-268,Salesperson5,233.0,21.0,,,,,233.0,,,,,,21.0,
Company-269,Salesperson13,3023.0,2232.0,1231.0,,,682.0,1110.0,,624.0,,,982.0,626.0,
Company-27,Salesperson11,256.0,535.0,,,,,256.0,,,,,,535.0,
Company-270,Salesperson13,983.0,585.0,305.0,217.0,,315.0,,146.0,155.0,38.0,,232.0,,160.0
Company-271,Salesperson8,272.0,47.0,,272.0,,,,,,47.0,,,,
Company-272,Salesperson7,417993.0,716170.0,129611.0,28724.0,55142.0,67798.0,84899.0,51819.0,204909.0,55912.0,101305.0,113948.0,148750.0,91346.0
Company-273,Salesperson4,564.0,109.0,,118.0,,,446.0,,,21.0,,,88.0,
Company-274,Salesperson8,2896.0,1011.0,803.0,204.0,,1889.0,,,291.0,56.0,,664.0,,
Company-275,Salesperson6,39661.0,43886.0,11089.0,7038.0,5778.0,6007.0,7386.0,2363.0,11015.0,8224.0,6052.0,7093.0,8803.0,2699.0
Company-276,Salesperson13,1483.0,264.0,,,1266.0,217.0,,,,,218.0,46.0,,
Company-277,Salesperson6,10458.0,9650.0,,10458.0,,,,,,9650.0,,,,
Company-278,Salesperson7,2764.0,2842.0,379.0,431.0,,1508.0,,446.0,654.0,346.0,,1492.0,,350.0
Company-279,Salesperson8,432.0,160.0,,,,432.0,,,,,,160.0,,
Company-28,Salesperson11,94546.0,199599.0,8929.0,20108.0,7236.0,26889.0,,31384.0,18699.0,45919.0,16706.0,55443.0,,62832.0
Company-28,Salesperson3,5657071.0,224766.0,5657071.0,,,,,,224766.0,,,,,
Company-280,Salesperson6,1791.0,391.0,,,,1642.0,149.0,,,,,369.0,22.0,
Company-281,Salesperson17,205232.0,276118.0,72824.0,132408.0,,,,,96808.0,179310.0,,,,
Company-281,Salesperson8,416299.0,594314.0,84550.0,14814.0,66239.0,64140.0,149561.0,36995.0,117733.0,23232.0,98644.0,91148.0,208690.0,54867.0
Company-282,Salesperson13,20694.0,13626.0,,15612.0,,,5082.0,,,9236.0,,,4390.0,
