Company,Month,Day,YR,Grade,QTY,OD_or_H,ID_or_W,Len,Cond,Shape,Pounds Shipped,Sales,Salesperson,Customer Part #,Item,SO #,cut,M
Company-1583,3,13,2020,G2,1,21,,4,LATHE,RND-XL,447,288,Salesperson9,383170,383170,1352,,
Company-1123,4,8,2020,G2,1,21,,4.25,LATHE,RND-XL,398,804,Salesperson5,386019,386019,3940,SAW CUT,
Company-1123,4,9,2020,G2,1,21,,5.375,LATHE,RND-XL,500,1187,Salesperson5,386300,386300,4065,SAW CUT,
Company-1123,5,11,2020,G2,1,21,,6.188,LATHE,RND-XL,574,1204,Salesperson5,387136,387136,5021,SAW CUT,
Company-463,3,12,2020,G2,1,21,,13.125,LATHE,RND-XL,1210,1433,Salesperson5,382742,382742,1073,,
Company-1123,7,16,2020,G2,1,21,,23.675,LATHE,RND-XL,2162,2962,Salesperson5,394451,394451,11411,SAW CUT,
Company-1123,7,14,2020,G2,1,21,,28.28,LATHE,RND-XL,2579,3523,Salesperson5,394594,394594,11145,SAW CUT,
Company-2,3,3,2020,G2,1,21,,42,LATHE,RND-XL,3840,14729618,Salesperson1,5909826,D0284600,49,,M
Company-2,3,26,2020,G2,1,21,,42,LATHE,RND-XL,4062,3734,Salesperson1,5909826,D0284600,2621,,M
Company-2,4,29,2020,G2,1,22,,38,LATHE,RND-XL,4060,3719,Salesperson1,5909836,D0353736,5493,,M
Company-2,7,16,2020,G2,1,22,,38,LATHE,RND-XL,4084,3719,Salesperson1,5909836,D0353736,11355,,M
Company-588,6,11,2020,G2,3,23,,1.438,LATHE,RND-XL,488,823,Salesperson7,391398,391398,8803,SAW CUT,
Company-1266,4,15,2020,G2,1,23,,1.81,LATHE,RND-XL,220,380,Salesperson6,386529,386529,4447,,
Company-941,7,16,2020,G2,1,23,,2.5,LATHE,RND-XL,280,453,Salesperson13,394864,394864,11403,SAW CUT,
Company-365,7,1,2020,G2,1,23,,7,LATHE,RND-XL,776,1346,Salesperson8,393580,393580,10290,SAW CUT,
Company-2,5,14,2020,G2,1,23,,34,LATHE,RND-XL,3845,3653,Salesperson1,5909850,D0285469,6736,,M
Company-2,7,7,2020,G2,1,23,,34,LATHE,RND-XL,4002,3653,Salesperson1,5909850,D0285469,10557,,M
Company-1031,3,13,2020,G2,6,24,,1.625,LATHE,RND-XL,1210,2083,Salesperson6,LAP503250040002,D0302770,1266,,
Company-1764,3,18,2020,G2,2,24,,2.255,LATHE,RND-XL,552,943,Salesperson13,383360,383360,1863,SAW CUT,
Company-1547,7,17,2020,G2,10,24,,3.25,LATHE,RND-XL,3916,6173,Salesperson6,394416,394416,11551,SAW CUT,
Company-996,3,11,2020,G2,1,24,,10,LATHE,RND-XL,1196,2056,Salesperson4,381880,381880,950,SAW CUT,
Company-2,6,4,2020,G2,1,24,,33,LATHE,RND-XL,4086,3864,Salesperson1,5909860,D0290725,8189,,M
Company-2,7,6,2020,G2,1,24,,33,LATHE,RND-XL,4056,3864,Salesperson1,5909860,D0290725,10453,,M
Company-565,3,27,2020,G2,2,25,,1.75,LATHE,RND-XL,464,653,Salesperson7,383150,383150,2807,SAW CUT,
Company-1031,3,13,2020,G2,30,25,,1.875,LATHE,RND-XL,7636,12236,Salesperson6,30D20101-R,D0323025,1265,,
Company-1596,4,9,2020,G2,12,25,,1.875,LATHE,RND-XL,2972,11194,Salesperson7,382003,382003,4096,SAW CUT,
Company-1117,7,20,2020,G2,1,25,,2,LATHE,RND-XL,268,389,Salesperson13,394992,394992,11641,SAW CUT,
Company-898,3,16,2020,G2,1,25,,2.625,LATHE,RND-XL,336,648,Salesperson4,381983,381983,1496,SAW CUT,
Company-183,3,10,2020,G2,1,25,,9.375,LATHE,RND-XL,1246,2034,Salesperson13,381891,381891,707,SAW CUT,
Company-183,4,21,2020,G2,1,25,,9.375,LATHE,RND-XL,1218,2058,Salesperson13,381891,381891,4831,SAW CUT,
Company-2,4,24,2020,G2,1,25,,30,LATHE,RND-XL,4162,3827,Salesperson1,5909873,D0284650,5173,,M
Company-618,4,17,2020,GX,1,29.5,,1.75,LATHE,RND-XL,320,545,Salesperson6,384917,384917,4635,SAW CUT,
Company-618,4,24,2020,GX,2,29.5,,1.875,LATHE,RND-XL,704,994,Salesperson6,387548,387548,5214,SAW CUT,
Company-618,6,12,2020,GX,3,29.5,,1.875,LATHE,RND-XL,1066,1519,Salesperson6,387548,387548,8923,SAW CUT,
Company-1676,3,11,2020,GX,1,29.5,,2.75,LATHE,RND-XL,506,643,Salesperson10,381958,381958,991,SAW CUT,
Company-2,6,24,2020,65-45-12,173,1.969,1.969,144,A/C,SQ,25874,18657,Salesperson1,30139710,D0567576,9715,,
Company-2,5,6,2020,65-45-12,40,2.18,2.18,72,A/C,SQ,3736,2477,Salesperson1,30140300,D0000223,6043,,M
Company-2,6,4,2020,65-45-12,40,2.18,2.18,72,A/C,SQ,3724,2477,Salesperson1,30140300,D0000223,8191,,M
Company-58,6,11,2020,65-45-12,18,2.18,2.18,72,A/C,SQ,1680,1115,Salesperson2,D0000223,D0000223,8787,,M
Company-61,6,11,2020,65-45-12,20,2.18,2.18,72,A/C,SQ,1840,1239,Salesperson12,D0000223,D0000223,8793,,M
Company-2,7,29,2020,65-45-12,40,2.18,2.18,72,A/C,SQ,3738,2477,Salesperson1,30140300,D0000223,12301,,M
Company-1274,8,3,2020,65-45-12,1,2.18,2.18,72,A/C,SQ,93,102,Salesperson17,D0000223,D0000223,12757,,M
Company-98,3,24,2020,65-45-12,36,2.75,2.75,72,A/C,SQ,5252,4834,Salesperson7,900081-B,D0288432,2347,,M
Company-1750,4,14,2020,65-45-12,2,2.75,2.75,72,A/C,SQ,296,261,Salesperson6,D0288432,D0288432,4322,,M
Company-98,4,20,2020,65-45-12,32,2.75,2.75,72,A/C,SQ,4676,4292,Salesperson7,900081-B,D0288432,4736,,M
Company-1750,4,22,2020,65-45-12,5,2.75,2.75,72,A/C,SQ,712,653,Salesperson6,D0288432,D0288432,5053,,M
Company-98,4,30,2020,65-45-12,4,2.75,2.75,72,A/C,SQ,588,536,Salesperson7,900081-B,D0288432,4736,,M
Company-98,5,5,2020,65-45-12,36,2.75,2.75,72,A/C,SQ,5246,4828,Salesperson7,900081-B,D0288432,5932,,M
Company-2,6,15,2020,65-45-12,24,2.75,2.75,72,A/C,SQ,3500,2293,Salesperson1,30141490,D0288432,8991,,M
Company-1237,7,10,2020,65-45-12,2,2.75,2.75,72,A/C,SQ,300,259,Salesperson6,182,D0288432,10898,,M
Company-1237,7,22,2020,65-45-12,2,2.75,2.75,72,A/C,SQ,294,259,Salesperson6,182,D0288432,11873,,M
Company-98,7,27,2020,65-45-12,5,2.75,2.75,72,A/C,SQ,736,732,Salesperson7,900081-B,D0288432,12103,,M
Company-1237,8,11,2020,65-45-12,1,2.75,2.75,72,A/C,SQ,146,130,Salesperson6,182,D0288432,13454,,M
Company-1750,4,30,2020,65-45-12,2,2.75,2.75,144,A/C,SQ,586,604,Salesperson6,D0347766,D0347766,5709,,M
Company-2,7,7,2020,65-45-12,24,2.75,2.75,144,A/C,SQ,7056,4540,Salesperson1,30141500,D0347766,10552,,M
Company-639,4,8,2020,65-45-12,4,3.25,3.25,4.25,A/C,SQ,50,54,Salesperson7,385997,385997,3910,SAW CUT,
Company-291,8,6,2020,65-45-12,1,3.25,3.25,6.25,A/C,SQ,18,29,Salesperson6,396488,396488,13045,SAW CUT,
Company-600,3,31,2020,65-45-12,1,3.25,3.25,12.125,A/C,SQ,35,100,Salesperson7,385266,385266,3083,SAW CUT,
Company-598,5,27,2020,65-45-12,1,3.25,3.25,24.125,A/C,SQ,67,91,Salesperson6,390025,390025,7636,SAW CUT,
Company-1237,3,11,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,208,131,Salesperson6,186,D0105380,963,,M
Company-2,3,16,2020,65-45-12,20,3.25,3.25,72,A/C,SQ,4236,2387,Salesperson1,30142300,D0105380,1408,,M
Company-2,3,17,2020,65-45-12,36,3.25,3.25,72,A/C,SQ,7570,4296,Salesperson1,30142300,D0105380,1545,,M
Company-425,3,18,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,210,155,Salesperson7,D0105380,D0105380,1797,,M
Company-1237,3,18,2020,65-45-12,18,3.25,3.25,72,A/C,SQ,3728,2352,Salesperson6,186,D0105380,1842,,M
Company-1237,3,23,2020,65-45-12,2,3.25,3.25,72,A/C,SQ,420,261,Salesperson6,186,D0105380,2291,,M
Company-2,3,24,2020,65-45-12,20,3.25,3.25,72,A/C,SQ,4200,2387,Salesperson1,30142300,D0105380,2321,,M
Company-1237,3,27,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,206,110,Salesperson6,186,D0105380,2847,,M
Company-1237,3,30,2020,65-45-12,5,3.25,3.25,72,A/C,SQ,1032,653,Salesperson6,186,D0105380,2991,,M
Company-1237,4,2,2020,65-45-12,3,3.25,3.25,72,A/C,SQ,620,392,Salesperson6,186,D0105380,3367,,M
Company-1237,4,6,2020,65-45-12,2,3.25,3.25,72,A/C,SQ,416,261,Salesperson6,186,D0105380,3629,,M
Company-1840,4,6,2020,65-45-12,2,3.25,3.25,72,A/C,SQ,408,388,Salesperson13,D0105380,D0105380,3647,,M
Company-1750,4,14,2020,65-45-12,2,3.25,3.25,72,A/C,SQ,416,325,Salesperson6,D0105380,D0105380,4322,,M
Company-1237,4,17,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,206,131,Salesperson6,186,D0105380,4673,,M
Company-1237,4,21,2020,65-45-12,16,3.25,3.25,72,A/C,SQ,3296,2091,Salesperson6,186,D0105380,4892,,M
Company-1750,4,27,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,208,162,Salesperson6,D0105380,D0105380,5368,,M
Company-1840,5,4,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,208,195,Salesperson13,D0105380,D0105380,5919,,M
Company-1840,5,26,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,208,174,Salesperson13,D0105380,D0105380,7533,,M
Company-2,5,28,2020,65-45-12,20,3.25,3.25,72,A/C,SQ,4182,2387,Salesperson1,30142300,D0105380,7692,,M
Company-1237,5,28,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,208,131,Salesperson6,186,D0105380,7761,,M
Company-99,6,4,2020,65-45-12,10,3.25,3.25,72,A/C,SQ,2088,1504,Salesperson6,D0105380,D0105380,8205,,M
Company-1237,6,9,2020,65-45-12,7,3.25,3.25,72,A/C,SQ,1442,915,Salesperson6,186,D0105380,8595,,M
Company-763,6,11,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,208,231,Salesperson4,D0105380,D0105380,8807,,M
Company-1237,6,18,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,220,131,Salesperson6,186,D0105380,9395,,M
Company-1840,6,22,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,200,174,Salesperson13,D0105380,D0105380,9608,,M
Company-1635,7,2,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,210,173,Salesperson7,D0105380,D0105380,10420,,M
Company-1237,7,9,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,206,131,Salesperson6,186,D0105380,10798,,M
Company-1237,7,17,2020,65-45-12,13,3.25,3.25,72,A/C,SQ,2716,1699,Salesperson6,186,D0105380,11541,,M
Company-1840,7,20,2020,65-45-12,1,3.25,3.25,72,A/C,SQ,206,174,Salesperson13,D0105380,D0105380,11679,,M
Company-1237,7,27,2020,65-45-12,13,3.25,3.25,72,A/C,SQ,2678,1697,Salesperson6,186,D0105380,12161,,M
Company-1237,8,5,2020,65-45-12,3,3.25,3.25,72,A/C,SQ,628,392,Salesperson6,186,D0105380,12970,,M
Company-1237,8,11,2020,65-45-12,13,3.25,3.25,72,A/C,SQ,2686,1699,Salesperson6,186,D0105380,13454,,M
Company-966,5,19,2020,65-45-12,1,3.25,3.25,122,A/C,SQ,343,323,Salesperson13,388975,388975,7124,SAW CUT,
Company-272,3,9,2020,65-45-12,10,3.25,3.25,144,A/C,SQ,4160,3044,Salesperson7,3D03410A-AAZ6,D0175671,607,,M
Company-272,3,9,2020,65-45-12,10,3.25,3.25,144,A/C,SQ,4142,3044,Salesperson7,3D03410A-AAZ6,D0175671,609,,M
Company-272,3,16,2020,65-45-12,20,3.25,3.25,144,A/C,SQ,8339,6087,Salesperson7,3D03410A-AAZ6,D0175671,1455,,M
Company-272,3,23,2020,65-45-12,20,3.25,3.25,144,A/C,SQ,8340,6087,Salesperson7,3D03410A-AAZ6,D0175671,2207,,M
Company-272,3,31,2020,65-45-12,25,3.25,3.25,144,A/C,SQ,12871,7609,Salesperson7,3D03410A-AAZ6,D0175671,3058,,M
Company-1433,4,21,2020,65-45-12,18,3.25,3.25,144,A/C,SQ,7465,6413,Salesperson7,D0175671,D0175671,4907,,M
Company-272,5,4,2020,65-45-12,10,3.25,3.25,144,A/C,SQ,4145,3044,Salesperson7,3D03410A-AAZ6,D0175671,5843,,M
Company-272,5,11,2020,65-45-12,20,3.25,3.25,144,A/C,SQ,10827,6087,Salesperson7,3D03410A-AAZ6,D0175671,6417,,M
Company-272,6,11,2020,65-45-12,20,3.25,3.25,144,A/C,SQ,9953,6087,Salesperson7,3D03410A-AAZ6,D0175671,8797,,M
Company-40,6,30,2020,65-45-12,6,3.25,3.25,144,A/C,SQ,2510,1348,Salesperson2,D0175671,D0175671,10165,,M
Company-272,7,6,2020,65-45-12,10,3.25,3.25,144,A/C,SQ,4120,3044,Salesperson7,3D03410A-AAZ6,D0175671,10476,,M
Company-272,7,13,2020,65-45-12,10,3.25,3.25,144,A/C,SQ,4150,3044,Salesperson7,3D03410A-AAZ6,D0175671,10980,,M
Company-272,7,20,2020,65-45-12,10,3.25,3.25,144,A/C,SQ,9214,3044,Salesperson7,3D03410A-AAZ6,D0175671,11594,,M
Company-272,7,27,2020,65-45-12,15,3.25,3.25,144,A/C,SQ,6246,4565,Salesperson7,3D03410A-AAZ6,D0175671,12109,,M
Company-610,7,27,2020,65-45-12,2,3.25,3.25,144,A/C,SQ,844,644,Salesperson10,D0175671,D0175671,12144,,M
Company-40,7,29,2020,65-45-12,6,3.25,3.25,144,A/C,SQ,2461,1348,Salesperson2,D0175671,D0175671,12307,,M
Company-272,8,3,2020,65-45-12,10,3.25,3.25,144,A/C,SQ,6690,3044,Salesperson7,3D03410A-AAZ6,D0175671,12706,,M
Company-272,8,11,2020,65-45-12,1,3.25,3.25,144,A/C,SQ,412,304,Salesperson7,3D03410A-AAZ6,D0175671,13405,,M
Company-1627,5,18,2020,65-45-12,1,3.75,3.75,16.25,A/C,SQ,60,61,Salesperson10,389191,389191,7049,SAW CUT,
Company-1237,3,10,2020,65-45-12,5,3.75,3.75,72,A/C,SQ,1359,1009,Salesperson6,193,D0106673,813,,M
Company-2,3,20,2020,65-45-12,24,3.75,3.75,72,A/C,SQ,6707,3669,Salesperson1,30143200,D0106673,2032,,M
Company-2,3,27,2020,65-45-12,12,3.75,3.75,72,A/C,SQ,3378,1835,Salesperson1,30143200,D0106673,2758,,M
Company-1237,4,14,2020,65-45-12,2,3.75,3.75,72,A/C,SQ,566,335,Salesperson6,193,D0106673,4077,,M
Company-1750,4,14,2020,65-45-12,5,3.75,3.75,72,A/C,SQ,1418,1042,Salesperson6,D0106673,D0106673,4322,,M
Company-2,4,15,2020,65-45-12,17,3.75,3.75,72,A/C,SQ,4768,2599,Salesperson1,30143200,D0106673,4335,,M
Company-489,4,16,2020,65-45-12,8,3.75,3.75,72,A/C,SQ,2190,1822,Salesperson7,D0106673,D0106673,2550,,M
Company-1750,4,22,2020,65-45-12,4,3.75,3.75,72,A/C,SQ,1120,833,Salesperson6,D0106673,D0106673,5053,,M
Company-2,4,30,2020,65-45-12,12,3.75,3.75,72,A/C,SQ,3383,1835,Salesperson1,30143200,D0106673,5629,,M
Company-1750,4,30,2020,65-45-12,1,3.75,3.75,72,A/C,SQ,284,243,Salesperson6,D0106673,D0106673,5709,,M
Company-2,5,8,2020,65-45-12,12,3.75,3.75,72,A/C,SQ,3390,1835,Salesperson1,30143200,D0106673,6279,,M
Company-2,6,5,2020,65-45-12,12,3.75,3.75,72,A/C,SQ,3410,1835,Salesperson1,30143200,D0106673,8275,,M
Company-1237,6,9,2020,65-45-12,2,3.75,3.75,72,A/C,SQ,548,335,Salesperson6,193,D0106673,8594,,M
Company-2,6,10,2020,65-45-12,12,3.75,3.75,72,A/C,SQ,3420,1835,Salesperson1,30143200,D0106673,8630,,M
Company-871,6,17,2020,65-45-12,1,3.75,3.75,72,A/C,SQ,282,232,Salesperson13,D0106673,D0106673,9216,,M
Company-40,6,22,2020,65-45-12,12,3.75,3.75,72,A/C,SQ,3405,1766,Salesperson2,D0106673,D0106673,9549,,M
Company-2,6,24,2020,65-45-12,12,3.75,3.75,72,A/C,SQ,3384,1835,Salesperson1,30143200,D0106673,9724,,M
Company-425,7,21,2020,65-45-12,1,3.75,3.75,72,A/C,SQ,282,231,Salesperson7,D0106673,D0106673,11706,,M
Company-1634,7,30,2020,65-45-12,4,3.75,3.75,72,A/C,SQ,1124,783,Salesperson7,D0106673,D0106673,12522,,M
Company-813,3,9,2020,65-45-12,10,4.25,4.25,2,A/C,SQ,100,158,Salesperson6,2230953,D0070974,649,SAW CUT,
Company-829,3,11,2020,65-45-12,8,4.25,4.25,4.12,A/C,SQ,160,139,Salesperson6,381699,381699,928,SAW CUT,
Company-179,3,27,2020,65-45-12,10,4.25,4.25,4.25,A/C,SQ,208,238,Salesperson6,384759,384759,2780,SAW CUT,
Company-363,8,4,2020,65-45-12,5,4.25,4.25,8.75,A/C,SQ,222,202,Salesperson13,396447,396447,12789,SAW CUT,
Company-1648,6,30,2020,65-45-12,2,4.25,4.25,24.89,A/C,SQ,242,174,Salesperson4,393465,393465,10245,SAW CUT,
Company-610,6,15,2020,65-45-12,1,4.25,4.25,50.125,A/C,SQ,242,199,Salesperson10,392053,392053,9028,SAW CUT,
Company-2,3,9,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3257,1800,Salesperson1,30144300,D0103587,582,,M
Company-1237,3,10,2020,65-45-12,2,4.25,4.25,72,A/C,SQ,716,518,Salesperson6,196,D0103587,813,,M
Company-1237,3,10,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,356,218,Salesperson6,196,D0103587,814,,M
Company-1237,3,11,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3288,1960,Salesperson6,196,D0103587,963,,M
Company-1237,3,13,2020,65-45-12,2,4.25,4.25,72,A/C,SQ,724,436,Salesperson6,196,D0103587,1316,,M
Company-6,3,20,2020,65-45-12,18,4.25,4.25,72,A/C,SQ,9746,2973,Salesperson22,D0103587,D0103587,2035,,M
Company-1237,3,20,2020,65-45-12,3,4.25,4.25,72,A/C,SQ,1078,653,Salesperson6,196,D0103587,2127,,M
Company-555,3,23,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,360,329,Salesperson7,D0103587,D0103587,2242,,M
Company-1237,3,30,2020,65-45-12,2,4.25,4.25,72,A/C,SQ,710,436,Salesperson6,196,D0103587,2991,,M
Company-1237,4,2,2020,65-45-12,7,4.25,4.25,72,A/C,SQ,2534,1524,Salesperson6,196,D0103587,3367,,M
Company-871,4,14,2020,65-45-12,6,4.25,4.25,72,A/C,SQ,2158,1488,Salesperson13,D0103587,D0103587,4292,,M
Company-1750,4,14,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,362,271,Salesperson6,D0103587,D0103587,4322,,M
Company-1750,4,27,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,362,271,Salesperson6,D0103587,D0103587,5368,,M
Company-1237,5,13,2020,65-45-12,2,4.25,4.25,72,A/C,SQ,718,436,Salesperson6,196,D0103587,6703,,M
Company-33,5,14,2020,65-45-12,2,4.25,4.25,72,A/C,SQ,718,400,Salesperson11,D0103587,D0103587,6766,,M
Company-1750,5,14,2020,65-45-12,3,4.25,4.25,72,A/C,SQ,1078,812,Salesperson6,D0103587,D0103587,6844,,M
Company-1750,5,14,2020,65-45-12,3,4.25,4.25,72,A/C,SQ,1080,929,Salesperson6,D0103587,D0103587,6845,,M
Company-1237,5,19,2020,65-45-12,2,4.25,4.25,72,A/C,SQ,724,436,Salesperson6,196,D0103587,7133,,M
Company-1237,6,2,2020,65-45-12,4,4.25,4.25,72,A/C,SQ,1436,871,Salesperson6,196,D0103587,8027,,M
Company-1237,6,9,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,359,218,Salesperson6,196,D0103587,8595,,M
Company-6,6,10,2020,65-45-12,54,4.25,4.25,72,A/C,SQ,19521,8918,Salesperson22,D0103587,D0103587,7551,,M
Company-2,6,11,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3274,1800,Salesperson1,30144300,D0103587,8775,,M
Company-6,6,17,2020,65-45-12,46,4.25,4.25,72,A/C,SQ,16652,7596,Salesperson22,D0103587,D0103587,7551,,M
Company-811,6,19,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,362,411,Salesperson9,D0103587,D0103587,9474,,M
Company-2,6,23,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3224,1800,Salesperson1,30144300,D0103587,9616,,M
Company-34,7,8,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3292,1800,Salesperson11,552442,D0103587,10650,,M
Company-2,7,10,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3224,1800,Salesperson1,30144300,D0103587,10825,,M
Company-1840,7,13,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,360,292,Salesperson13,D0103587,D0103587,11059,,M
Company-2,7,15,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3254,1800,Salesperson1,30144300,D0103587,11179,,M
Company-301,7,15,2020,65-45-12,1,4.25,4.25,72,A/C,SQ,360,298,Salesperson6,5001110051,D0103587,11289,,M
Company-1237,7,17,2020,65-45-12,6,4.25,4.25,72,A/C,SQ,2158,1307,Salesperson6,196,D0103587,11541,,M
Company-2,7,29,2020,65-45-12,9,4.25,4.25,72,A/C,SQ,3242,1800,Salesperson1,30144300,D0103587,12292,,M
Company-2,7,30,2020,65-45-12,18,4.25,4.25,72,A/C,SQ,6490,3599,Salesperson1,30144300,D0103587,12461,,M
Company-1237,8,11,2020,65-45-12,5,4.25,4.25,72,A/C,SQ,1792,1089,Salesperson6,196,D0103587,13454,,M
Company-2,3,10,2020,65-45-12,12,4.25,4.25,144,A/C,SQ,8604,4702,Salesperson1,30144400,D0178289,693,,M
Company-40,3,11,2020,65-45-12,6,4.25,4.25,144,A/C,SQ,4305,2220,Salesperson2,D0178289,D0178289,856,,M
Company-45,3,16,2020,65-45-12,4,4.25,4.25,144,A/C,SQ,2880,1566,Salesperson12,D0178289,D0178289,1438,,M
Company-489,3,25,2020,65-45-12,10,4.25,4.25,144,A/C,SQ,7146,5766,Salesperson7,D0178289,D0178289,2550,,M
Company-7,4,16,2020,65-45-12,3,4.25,4.25,144,A/C,SQ,2136,1175,Salesperson2,D0178289,D0178289,4472,,M
Company-28,6,8,2020,65-45-12,6,4.25,4.25,144,A/C,SQ,4302,2349,Salesperson11,541785,D0178289,5929,,M
Company-128,6,18,2020,65-45-12,1,4.25,4.25,144,A/C,SQ,714,701,Salesperson7,D0178289,D0178289,9286,,M
Company-45,6,29,2020,65-45-12,6,4.25,4.25,144,A/C,SQ,4294,2349,Salesperson12,D0178289,D0178289,10078,,M
Company-40,7,20,2020,65-45-12,6,4.25,4.25,144,A/C,SQ,4280,2220,Salesperson2,D0178289,D0178289,11582,,M
Company-20,8,5,2020,65-45-12,10,4.25,4.25,144,A/C,SQ,7128,3916,Salesperson11,D0178289,D0178289,12876,,M
Company-7,8,11,2020,65-45-12,6,4.25,4.25,144,A/C,SQ,4264,2349,Salesperson2,D0178289,D0178289,13382,,M
Company-1281,6,17,2020,65-45-12,12,4.71,4.71,1.625,A/C,SQ,120,123,Salesperson10,391529,391529,9237,SAW CUT,
Company-745,6,29,2020,65-45-12,50,4.71,4.71,5.25,A/C,SQ,1568,1381,Salesperson7,392304,392304,10106,SAW CUT,
Company-1281,6,17,2020,65-45-12,6,4.71,4.71,5.5,A/C,SQ,204,166,Salesperson10,391530,391530,9237,SAW CUT,
Company-9,3,24,2020,65-45-12,60,4.71,4.71,6.553,A/C,SQ,2326,2223,Salesperson2,2994092C,380519,2327,SAW CUT,M
Company-9,5,11,2020,65-45-12,100,4.71,4.71,6.553,A/C,SQ,3894,3705,Salesperson2,2994092C,380519,6399,SAW CUT,M
Company-2,3,25,2020,65-45-12,16,4.71,4.71,74,A/C,SQ,7388,3892,Salesperson1,30117450,D0094406,2469,,M
Company-2,6,10,2020,65-45-12,8,4.71,4.71,74,A/C,SQ,7380,1946,Salesperson1,30117450,D0094406,8636,,M
Company-318,5,6,2020,65-45-12,10,5.25,5.25,0.875,A/C,SQ,95,134,Salesperson13,388505,388505,6104,SAW CUT,
Company-363,4,1,2020,65-45-12,6,5.25,5.25,1.625,A/C,SQ,88,103,Salesperson13,385061,385061,3198,SAW CUT,
Company-1281,6,17,2020,65-45-12,12,5.25,5.25,1.625,A/C,SQ,148,149,Salesperson10,391528,391528,9237,SAW CUT,
Company-641,5,15,2020,65-45-12,3,5.25,5.25,4.25,A/C,SQ,94,222,Salesperson9,389340,389340,6884,SAW CUT,
Company-1281,6,17,2020,65-45-12,6,5.25,5.25,5.5,A/C,SQ,252,204,Salesperson10,391531,391531,9237,SAW CUT,
Company-1772,5,5,2020,65-45-12,2,5.25,5.25,7.125,A/C,SQ,106,117,Salesperson6,388472,388472,6032,SAW CUT,
Company-1633,5,28,2020,65-45-12,1,5.25,5.25,24,A/C,SQ,178,161,Salesperson7,390395,390395,7786,SAW CUT,
Company-905,8,5,2020,65-45-12,1,5.25,5.25,45,A/C,SQ,332,253,Salesperson7,396678,396678,12956,SAW CUT,
Company-933,7,21,2020,65-45-12,1,5.25,5.25,48,A/C,SQ,356,296,Salesperson6,395237,395237,11737,SAW CUT,
Company-2,3,9,2020,65-45-12,8,5.25,5.25,72,A/C,SQ,4367,2393,Salesperson1,30145500,D0104539,584,,M
Company-1237,3,13,2020,65-45-12,3,5.25,5.25,72,A/C,SQ,1628,977,Salesperson6,204,D0104539,1316,,M
Company-1237,3,18,2020,65-45-12,9,5.25,5.25,72,A/C,SQ,4916,2931,Salesperson6,204,D0104539,1842,,M
Company-871,3,24,2020,65-45-12,1,5.25,5.25,72,A/C,SQ,540,513,Salesperson13,D0104539,D0104539,2403,,M
Company-1237,3,24,2020,65-45-12,8,5.25,5.25,72,A/C,SQ,4362,2605,Salesperson6,204,D0104539,2429,,M
Company-301,4,1,2020,65-45-12,11,5.25,5.25,72,A/C,SQ,6050,4875,Salesperson6,5001110022,D0104539,3196,,M
Company-1237,4,2,2020,65-45-12,2,5.25,5.25,72,A/C,SQ,1092,651,Salesperson6,204,D0104539,3367,,M
Company-2,4,23,2020,65-45-12,8,5.25,5.25,72,A/C,SQ,4418,2393,Salesperson1,30145500,D0104539,5063,,M
Company-2,4,23,2020,65-45-12,8,5.25,5.25,72,A/C,SQ,4434,2393,Salesperson1,30145500,D0104539,5064,,M
Company-28,5,5,2020,65-45-12,4,5.25,5.25,72,A/C,SQ,2170,1196,Salesperson11,545745,D0104539,5929,,M
Company-61,5,14,2020,65-45-12,2,5.25,5.25,72,A/C,SQ,1080,598,Salesperson12,D0104539,D0104539,6772,,M
Company-34,6,2,2020,65-45-12,8,5.25,5.25,72,A/C,SQ,4408,2393,Salesperson11,545745,D0104539,7969,,M
Company-871,6,2,2020,65-45-12,1,5.25,5.25,72,A/C,SQ,556,455,Salesperson13,D0104539,D0104539,8009,,M
Company-1237,6,9,2020,65-45-12,1,5.25,5.25,72,A/C,SQ,548,163,Salesperson6,204,D0104539,8596,,M
